2018-12-06 00:21:57 WARN  Utils:66 - Kubernetes master URL uses HTTP instead of HTTPS.
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@39ce27f2{/stages/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5f2afe62{/stages/stage,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@60c16548{/stages/stage/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@68105edc{/stages/pool,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@511816c0{/stages/pool/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@38b972d7{/storage,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5339bbad{/storage/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3935e9a8{/storage/rdd,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@288a4658{/storage/rdd/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5b56b654{/environment,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@452c8a40{/environment/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@534243e4{/executors,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@29006752{/executors/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@470a9030{/executors/threadDump,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@66d57c1b{/executors/threadDump/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@27494e46{/static,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7f9e1534{/,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@138a7441{/api,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7e31ce0f{/jobs/job/kill,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@99a65d3{/stages/stage/kill,null,AVAILABLE,@Spark}
2018-12-06 00:22:00 INFO  SparkUI:54 - Bound SparkUI to 0.0.0.0, and started at http://192.168.152.227:4040
2018-12-06 00:22:00 INFO  SparkContext:54 - Added JAR file:/hdd1/CS848-project/target/cs848-project-1.0-SNAPSHOT.jar at spark://192.168.152.227:45931/jars/cs848-project-1.0-SNAPSHOT.jar with timestamp 1544073720283
2018-12-06 00:22:00 WARN  Config:347 - Error reading service account token from: [/var/run/secrets/kubernetes.io/serviceaccount/token]. Ignoring.
2018-12-06 00:22:00 INFO  ExecutorPodsAllocator:54 - Going to request 5 executors from Kubernetes.
2018-12-06 00:22:01 INFO  Utils:54 - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 38313.
2018-12-06 00:22:01 INFO  NettyBlockTransferService:54 - Server created on 192.168.152.227:38313
2018-12-06 00:22:01 INFO  BlockManager:54 - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2018-12-06 00:22:01 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, 192.168.152.227, 38313, None)
2018-12-06 00:22:01 INFO  BlockManagerMasterEndpoint:54 - Registering block manager 192.168.152.227:38313 with 8.4 GB RAM, BlockManagerId(driver, 192.168.152.227, 38313, None)
2018-12-06 00:22:01 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, 192.168.152.227, 38313, None)
2018-12-06 00:22:01 INFO  BlockManager:54 - Initialized BlockManager: BlockManagerId(driver, 192.168.152.227, 38313, None)
2018-12-06 00:22:01 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@bd1111a{/metrics/json,null,AVAILABLE,@Spark}
2018-12-06 00:22:24 INFO  KubernetesClusterSchedulerBackend$KubernetesDriverEndpoint:54 - Registered executor NettyRpcEndpointRef(spark-client://Executor) (192.168.152.205:36226) with ID 4
2018-12-06 00:22:25 INFO  KubernetesClusterSchedulerBackend$KubernetesDriverEndpoint:54 - Registered executor NettyRpcEndpointRef(spark-client://Executor) (192.168.152.204:46818) with ID 1
2018-12-06 00:22:25 INFO  BlockManagerMasterEndpoint:54 - Registering block manager 10.233.97.185:43041 with 4.4 GB RAM, BlockManagerId(4, 10.233.97.185, 43041, None)
2018-12-06 00:22:25 INFO  BlockManagerMasterEndpoint:54 - Registering block manager 10.233.74.81:33443 with 4.4 GB RAM, BlockManagerId(1, 10.233.74.81, 33443, None)
2018-12-06 00:22:25 INFO  KubernetesClusterSchedulerBackend$KubernetesDriverEndpoint:54 - Registered executor NettyRpcEndpointRef(spark-client://Executor) (192.168.152.203:58634) with ID 2
2018-12-06 00:22:25 INFO  BlockManagerMasterEndpoint:54 - Registering block manager 10.233.71.39:34157 with 4.4 GB RAM, BlockManagerId(2, 10.233.71.39, 34157, None)
2018-12-06 00:22:26 INFO  KubernetesClusterSchedulerBackend$KubernetesDriverEndpoint:54 - Registered executor NettyRpcEndpointRef(spark-client://Executor) (192.168.152.201:60726) with ID 5
2018-12-06 00:22:26 INFO  KubernetesClusterSchedulerBackend:54 - SchedulerBackend is ready for scheduling beginning after reached minRegisteredResourcesRatio: 0.8
2018-12-06 00:22:27 INFO  BlockManagerMasterEndpoint:54 - Registering block manager 10.233.102.141:36041 with 4.4 GB RAM, BlockManagerId(5, 10.233.102.141, 36041, None)
2018-12-06 00:22:27 INFO  ZooKeeper:100 - Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
2018-12-06 00:22:27 INFO  ZooKeeper:100 - Client environment:host.name=tem127.tembo-domain.cs.uwaterloo.ca
2018-12-06 00:22:27 INFO  ZooKeeper:100 - Client environment:java.version=1.8.0_181
2018-12-06 00:22:27 INFO  ZooKeeper:100 - Client environment:java.vendor=Oracle Corporation
2018-12-06 00:22:27 INFO  ZooKeeper:100 - Client environment:java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre
